,LS
40327,0.00020587496692314744
40328,0.00021354202181100845
40329,0.00020549999317154288
40330,2.500019036233425e-07
40331,0.0002067500026896596
40332,1.0500021744519472e-05
40333,0.00021033297525718808
40334,0.0002087079919874668
40335,0.00011812499724328518
40336,0.0001544589758850634
40337,2.374988980591297e-06
40338,0.0002079999540001154
40339,0.00020524999126791954
40340,7.583992555737495e-06
40341,1.2125005014240742e-05
40342,6.499991286545992e-06
40343,0.00020695803686976433
40344,0.0002038750099018216
40345,3.4170225262641907e-06
40346,1.249951310455799e-06
40347,0.00012533296830952168
40348,0.00021254201419651508
40349,2.0797597244381905e-07
40350,0.00020762503845617175
40351,0.00022625003475695848
40352,0.00022975000320002437
40353,0.0002220839960500598
40354,4.169996827840805e-07
40355,0.00020837504416704178
40356,6.25033862888813e-07
40357,0.00020525004947558045
40358,9.345798753201962e-05
40359,0.00020674994448199868
40360,0.00020520802354440093
40361,0.00020929204765707254
40362,0.00020662503084167838
40363,0.00020787498215213418
40364,0.00020529201719909906
40365,0.00020945799769833684
40366,0.00020904099801555276
40367,4.169996827840805e-07
40368,0.00024254200980067253
40369,0.00021437503164634109
40370,8.749775588512421e-07
40371,0.0002042920095846057
40372,0.00021016702521592379
40373,0.00020720798056572676
40374,0.00020787498215213418
40375,0.0002062499988824129
40376,4.169996827840805e-07
40377,0.00020758301252499223
40378,0.00021079101134091616
40379,0.0002122079604305327
40380,0.0002059590187855065
40381,0.00020587496692314744
40382,0.00020854099420830607
40383,0.0002044999855570495
40384,4.169996827840805e-07
40385,0.00020891602616757154
40386,0.00020549999317154288
40387,0.00020579196279868484
40388,0.0001794169656932354
40389,0.00020395894534885883
40390,0.0002293749712407589
40391,0.00023162498837336898
40392,8.330098353326321e-07
40393,0.00022712501231580973
40394,0.00020616594702005386
40395,0.0002055829972960055
40396,0.0002114170347340405
40397,0.00021262496011331677
40398,0.00020416598999872804
40399,0.0002062079729512334
40400,0.0002059590187855065
40401,0.0002080000122077763
40402,0.00020633300300687551
40403,0.00020899996161460876
40404,7.909839041531086e-07
40405,0.00020720798056572676
40406,0.0001931250444613397
40407,0.00021425000159069896
40408,0.00020554097136482596
40409,0.00020733301062136889
40410,5.00003807246685e-07
40411,0.00021012499928474426
40412,0.00020654202671721578
40413,4.082976374775171e-06
40414,0.00021945801563560963
40415,0.00021004199516028166
40416,0.00020233396207913756
40417,0.00021404202561825514
40418,0.00021079200087115169
40419,0.0002056249650195241
40420,0.00020504201529547572
40421,0.0002051249612122774
40422,3.5416975151747465e-05
40423,0.00019479100592434406
40424,0.00020429102005437016
40425,0.00021008303156122565
40426,1.0624993592500687e-05
40427,0.0002068330068141222
40428,0.00020512501941993833
40429,0.00022254098439589143
40430,0.00022662500850856304
40431,8.083006832748652e-06
40432,0.0002120000426657498
40433,0.00020958395907655358
40434,7.833004929125309e-06
40435,1.1499971151351929e-05
40436,0.00020658300491049886
40437,0.00020583299919962883
40438,4.5797787606716156e-07
40439,0.00021004094742238522
40440,5.415990017354488e-06
40441,0.0001942919916473329
40442,0.00020358298206701875
40443,0.0002051659976132214
40444,0.00020537502132356167
40445,0.00020841596415266395
40446,0.0002078750403597951
40447,3.750319592654705e-07
40448,0.0002038750099018216
40449,0.00020633399253711104
40450,0.0002240000176243484
40451,0.00020945799769833684
40452,0.0002240000176243484
40453,0.00021341699175536633
40454,0.00023329199757426977
40455,0.00018075003754347563
40456,0.00020591699285432696
40457,0.00020704197231680155
40458,0.00020929198944941163
40459,2.0803418010473251e-07
40460,0.00021016597747802734
40461,2.1499989088624716e-05
40462,0.00020999996922910213
40463,0.0002093329676426947
40464,0.00020704098278656602
40465,0.00020512501941993833
40466,0.0002104580053128302
40467,0.00020645797485485673
40468,4.329101648181677e-05
40469,0.00021229201229289174
40470,0.00019874999998137355
40471,0.00020599999697878957
40472,0.00023149995831772685
40473,0.00022149999858811498
40474,0.00020825001411139965
40475,0.00021074997493997216
40476,0.00020979199325665832
40477,0.00020837498595938087
40478,0.00020654097897931933
40479,6.291025783866644e-06
40480,0.00020750000840052962
40481,4.169996827840805e-07
40482,0.00020574999507516623
40483,0.0002068330068141222
40484,0.00020679202862083912
40485,0.00021129200467839837
40486,7.909839041531086e-07
40487,0.00020487501751631498
40488,3.4160329960286617e-06
40489,0.00020549999317154288
40490,0.00020891695749014616
40491,0.00020937499357387424
40492,0.00017504196148365736
40493,0.00020570901688188314
40494,0.0002075409865938127
40495,2.500019036233425e-07
40496,1.6600824892520905e-07
40497,1.66997779160738e-07
40498,4.082976374775171e-06
40499,0.00021066702902317047
40500,0.00020787498215213418
40501,0.0002080000122077763
40502,2.08965502679348e-07
40503,0.00020891701569780707
40504,0.00021054199896752834
40505,2.500019036233425e-07
40506,0.00020549999317154288
40507,0.00019570800941437483
40508,0.0002109999768435955
40509,0.00021050003124400973
40510,6.67001586407423e-07
40511,0.00020487495930865407
40512,0.00020837498595938087
40513,4.169996827840805e-07
40514,0.00011908297892659903
40515,1.2500036973506212e-05
40516,5.2292016334831715e-05
40517,0.00020770897390320897
40518,0.0002300830092281103
40519,0.00020604196470230818
40520,0.00020529102766886353
40521,0.0002069160109385848
40522,1.6659614630043507e-06
40523,1.0499963536858559e-05
40524,0.00020783301442861557
40525,0.0002091660280711949
40526,0.00021187495440244675
40527,0.0002060839906334877
40528,0.00020929198944941163
40529,0.00020829204004257917
40530,0.00020937499357387424
40531,0.00021024997113272548
40532,4.169996827840805e-07
40533,0.0002062499988824129
40534,0.00021120900055393577
40535,0.00020608404884114861
40536,0.00020900001982226968
40537,0.00020645803306251764
40538,0.000210333033464849
40539,0.00020591705106198788
40540,0.00020637502893805504
40541,0.00020729098469018936
40542,0.00020833296002820134
40543,0.0002068329486064613
40544,3.750319592654705e-07
40545,0.000213916995562613
40546,0.00021020800340920687
40547,0.00021204096265137196
40548,0.00016791699454188347
40549,0.00021033402299508452
40550,0.00020495796343311667
40551,0.00020962499547749758
40552,2.500019036233425e-07
40553,0.0002060839906334877
40554,0.00020733301062136889
40555,4.125002305954695e-06
40556,0.00020933395717293024
40557,0.00021275004837661982
40558,0.00021029100753366947
40559,0.00013529200805351138
40560,0.00020679098088294268
40561,0.00020595896057784557
40562,0.00020754197612404823
40563,0.0002075409865938127
40564,0.00020829198183491826
40565,0.00020516698714345694
40566,0.00022616598289459944
40567,0.0002050410257652402
40568,0.0002104160375893116
40569,0.00020945799769833684
40570,0.00020787498215213418
40571,0.00020687503274530172
40572,6.25033862888813e-07
40573,0.00020741700427606702
40574,0.0002114999806508422
40575,0.00020650000078603625
40576,0.00021058297716081142
40577,0.00020662497263401747
40578,0.00020529102766886353
40579,0.000210291997063905
40580,0.00020633300300687551
40581,1.6600824892520905e-07
40582,0.00020775001030415297
40583,0.00020916701760143042
40584,0.00020941701950505376
40585,7.708033081144094e-06
40586,0.00020820798818022013
40587,0.00020704197231680155
40588,6.25033862888813e-07
40589,0.000210291997063905
40590,0.00020870805019512773
40591,0.00020529201719909906
40592,0.0002067500026896596
40593,3.670802107080817e-05
40594,0.00020816602045670152
40595,2.0803418010473251e-07
40596,0.00022141600493341684
40597,0.00021058303536847234
40598,0.00010195799404755235
40599,0.00020712503464892507
40600,0.00020583398872986436
40601,1.6600824892520905e-07
40602,0.00020758301252499223
40603,0.00020904099801555276
40604,0.00020608300110325217
40605,4.5902561396360397e-07
40606,5.834037438035011e-06
40607,0.00020958296954631805
40608,0.00020804203813895583
40609,0.00020645797485485673
40610,0.00020745897199958563
40611,5.082983989268541e-06
40612,0.00019629200687631965
40613,0.0002090419875457883
40614,0.00020533299539238214
40615,0.00020508404122665524
40616,0.00021254195598885417
40617,2.0902371034026146e-07
40618,0.0002050000475719571
40619,0.00020787498215213418
40620,0.00020691700046882033
40621,0.0002078340039588511
40622,0.0002060420229099691
40623,0.0002073749783448875
40624,0.00020704203052446246
40625,2.00001522898674e-06
40626,0.00020616600522771478
40627,0.0002104580053128302
40628,0.00011854199692606926
40629,0.00020875001791864634
40630,0.00021291698794811964
40631,0.0002080000122077763
40632,0.00020762498024851084
40633,0.00021129200467839837
40634,0.00020766700617969036
40635,0.00021049997303634882
40636,6.25033862888813e-07
40637,2.500019036233425e-07
40638,0.0002114999806508422
40639,4.1601015254855156e-07
40640,0.00019554200116544962
40641,8.195900591090322e-05
40642,5.00003807246685e-07
40643,0.00020708399824798107
40644,2.500019036233425e-07
40645,0.00021116598509252071
40646,0.00020558404503390193
40647,0.00020958296954631805
40648,0.00021308299619704485
40649,7.792026735842228e-06
40650,7.542024832218885e-06
40651,0.00021700002253055573
40652,0.0002067500026896596
40653,0.000211707956623286
40654,0.00020729098469018936
40655,0.0002067919704131782
40656,0.00020716700237244368
40657,3.750319592654705e-07
40658,0.0002091249916702509
40659,0.00020666595082730055
40660,0.00020866701379418373
40661,8.333008736371994e-06
40662,0.00020545802544802427
40663,8.416012860834599e-06
40664,0.00014575000386685133
40665,4.8499961849302053e-05
40666,0.0002061250270344317
40667,0.00020541698904708028
40668,0.00020466599380597472
40669,0.00020658300491049886
40670,0.00020812504226341844
40671,0.000207458040677011
40672,9.091699030250311e-05
40673,0.0002073750365525484
40674,0.00020995800150558352
40675,2.0803418010473251e-07
40676,6.25033862888813e-07
40677,1.3209006283432245e-05
40678,1.616595545783639e-05
40679,3.1660310924053192e-06
40680,0.0002074579824693501
40681,0.0002075409865938127
40682,0.00020770798437297344
40683,0.00020879198564216495
40684,7.683300646021962e-05
40685,0.00020829204004257917
40686,2.500019036233425e-07
40687,1.229200279340148e-05
40688,0.00021299999207258224
40689,2.1669548004865646e-06
40690,0.0002110829809680581
40691,0.00020816700998693705
40692,0.0002110829809680581
40693,7.92031642049551e-07
40694,2.500019036233425e-07
40695,2.279196633026004e-05
40696,7.666007149964571e-06
40697,4.249974153935909e-06
40698,0.00021041702711954713
40699,0.0001382920308969915
40700,0.00020795798627659678
40701,8.330098353326321e-07
40702,2.0902371034026146e-07
40703,0.0002080830163322389
40704,0.00021266599651426077
40705,0.00020641600713133812
40706,0.00021133397240191698
40707,0.00020762498024851084
40708,0.00020695902639999986
40709,0.0002062499988824129
40710,0.00020750000840052962
40711,0.00020595896057784557
40712,2.833025064319372e-06
40713,0.00020820798818022013
40714,2.6249908842146397e-06
40715,4.500034265220165e-06
40716,0.00020741700427606702
40717,0.00020762503845617175
40718,0.00020712503464892507
40719,0.000207458040677011
40720,0.00020891701569780707
40721,0.00020691700046882033
40722,0.0002079170080833137
40723,3.350002225488424e-05
40724,6.67001586407423e-07
40725,0.00015683297533541918
40726,0.00020879099611192942
40727,1.787504879757762e-05
40728,0.0002087079919874668
40729,6.250047590583563e-06
40730,0.00020833301823586226
40731,2.050003968179226e-05
40732,0.00021129200467839837
40733,0.00020962499547749758
40734,0.00020712503464892507
40735,0.00021095795091241598
40736,1.0374991688877344e-05
40737,8.330098353326321e-07
40738,0.0002096670214086771
40739,5.916983354836702e-06
40740,0.00021162501070648432
40741,0.00020754197612404823
40742,0.00021187501261010766
40743,0.00021070800721645355
40744,0.00020179100101813674
40745,3.083300543949008e-05
40746,0.000209915975574404
40747,0.00020691700046882033
40748,0.00021229201229289174
40749,0.00021145801292732358
40750,0.000211707956623286
40751,0.00020762498024851084
40752,0.00021166697843000293
40753,0.000208458979614079
40754,2.0803418010473251e-07
40755,0.00021208298858255148
40756,0.00021045899484306574
40757,0.00020825001411139965
40758,0.00020949996542185545
40759,0.00021562498295679688
40760,0.00020729098469018936
40761,0.00020854099420830607
40762,0.00020766694797202945
40763,6.249756552278996e-07
40764,0.00020804197993129492
40765,0.00020641699666157365
40766,0.0002078340039588511
40767,8.330098353326321e-07
40768,0.00020987499738112092
40769,0.00020887498976662755
40770,0.00019458302995190024
40771,2.919696271419525e-07
40772,0.00020837504416704178
40773,0.00019649998284876347
40774,0.00020899996161460876
40775,2.166023477911949e-06
40776,0.00010062503861263394
40777,0.00021104200277477503
40778,8.917006198316813e-06
40779,2.3329630494117737e-06
40780,0.0002091249916702509
40781,0.00021587504306808114
40782,4.5797787606716156e-07
40783,0.0002086249878630042
40784,0.0002084170118905604
40785,0.00020662503084167838
40786,0.00020700000459328294
40787,0.00020916596986353397
40788,0.00020695896819233894
40789,0.00020783301442861557
40790,0.00021254102466627955
40791,0.00020887498976662755
40792,0.0002073749783448875
40793,0.00020812504226341844
40794,1.6600824892520905e-07
40795,0.000208458979614079
40796,9.333016350865364e-06
40797,0.00020745903020724654
40798,0.00021075003314763308
40799,0.0002121669822372496
40800,0.00021112500689923763
40801,2.08965502679348e-07
40802,0.0002074160147458315
40803,0.00020804197993129492
40804,0.00020908296573907137
40805,0.00021062500309199095
40806,0.00021175004076212645
40807,0.000208541052415967
40808,0.0002092499635182321
40809,0.00021049997303634882
40810,0.00021049997303634882
40811,4.208995960652828e-06
40812,0.00012970902025699615
40813,0.00020704197231680155
40814,0.00020775001030415297
40815,0.0002062079729512334
40816,0.00020887498976662755
40817,0.00021320802625268698
40818,0.00020816700998693705
40819,0.0002084170118905604
40820,0.00020970799960196018
40821,0.00021245901007205248
40822,0.00020895799389109015
40823,0.00021550001110881567
40824,0.00021187495440244675
40825,0.000205625023227185
40826,0.00021174998255446553
40827,0.00020787498215213418
40828,0.00021204102085903287
40829,2.2042018827050924e-05
40830,0.0001992079778574407
40831,0.0001075419713743031
40832,0.00020841695368289948
40833,0.00020712497644126415
40834,0.00021249998826533556
40835,1.2375006917864084e-05
40836,0.00020899996161460876
40837,0.00020766601664945483
40838,7.500057108700275e-07
40839,0.00020891695749014616
40840,6.67001586407423e-07
40841,0.00021120900055393577
40842,4.169996827840805e-07
40843,6.041023880243301e-06
40844,2.666027285158634e-06
40845,0.00016266596503555775
40846,0.00020833301823586226
40847,0.0002090419875457883
40848,8.19170381873846e-05
40849,0.0002084170118905604
40850,0.00020662497263401747
40851,0.00020754197612404823
40852,7.910421118140221e-07
40853,0.0002158329589292407
40854,0.00020866701379418373
40855,0.000208500016015023
40856,0.0002168749924749136
40857,0.0002097910037264228
40858,0.00020891596795991063
40859,2.500019036233425e-07
40860,0.0002198750153183937
40861,0.00021320802625268698
40862,0.00020758295431733131
40863,0.00020979199325665832
40864,0.000212083978112787
40865,0.00014216703129932284
40866,0.00020837498595938087
40867,0.0002078340039588511
40868,0.00020770798437297344
40869,4.169996827840805e-07
40870,1.5542027540504932e-05
40871,0.00021000002743676305
40872,0.0002060420229099691
40873,0.00021425000159069896
40874,0.00020825001411139965
40875,0.00020733295241370797
40876,5.429197335615754e-05
40877,0.0002087079919874668
40878,3.5830307751893997e-06
40879,0.00020883401157334447
40880,0.00020866701379418373
40881,1.170899486169219e-05
40882,0.00020670902449637651
40883,0.0002081659622490406
40884,0.0002151249791495502
40885,0.00020941597176715732
40886,0.00021908298367634416
40887,0.00021604099310934544
40888,0.00020820798818022013
40889,3.6999990697950125e-05
40890,0.00021079200087115169
40891,0.00021100003505125642
40892,0.00020758301252499223
40893,0.00020616600522771478
40894,1.9208004232496023e-05
40895,0.00020858400966972113
40896,0.00019483402138575912
40897,0.00020708399824798107
40898,0.0002062499988824129
40899,0.00021312502212822437
40900,0.00020829099230468273
40901,0.00020937499357387424
40902,0.00020825001411139965
40903,0.00020887498976662755
40904,0.00020875001791864634
40905,0.0002098330296576023
40906,7.2499969974160194e-06
40907,0.00020941701950505376
40908,0.00020616600522771478
40909,0.00021170801483094692
40910,0.00020816700998693705
40911,0.0002067500026896596
40912,0.0002090420457534492
40913,1.0830117389559746e-06
40914,7.500057108700275e-07
40915,0.00020754197612404823
40916,0.00020841602236032486
40917,7.909839041531086e-07
40918,0.0002109580091200769
40919,0.00023187499027699232
40920,1.2208009138703346e-05
40921,0.00020937505178153515
40922,0.0002109169727191329
40923,0.0002127499901689589
40924,0.00021379196550697088
40925,7.92031642049551e-07
40926,0.00021720799850299954
40927,0.0002091660280711949
40928,0.00021279201610013843
40929,1.18750031106174e-05
40930,0.0002120000426657498
40931,0.00020929198944941163
40932,0.00021354202181100845
40933,0.00021116697462275624
40934,4.169996827840805e-07
40935,9.333295747637749e-05
40936,0.00020995904924347997
40937,0.0002097500255331397
40938,0.0002129159984178841
40939,6.954197306185961e-05
40940,0.00020937499357387424
40941,0.00020954199135303497
40942,0.00020758400205522776
40943,0.0002120420103892684
40944,0.00021004199516028166
40945,0.0002130840439349413
40946,0.00020816602045670152
40947,2.0797597244381905e-07
40948,0.00020979199325665832
40949,0.00020866701379418373
40950,0.0002134579699486494
40951,0.00020945799769833684
40952,0.00021537503926083446
40953,7.087498670443892e-05
40954,0.00020895799389109015
40955,0.00020604196470230818
40956,0.00014279200695455074
40957,3.6249984987080097e-06
40958,2.90420139208436e-05
40959,0.00011000002268701792
40960,0.00020595802925527096
40961,0.0001533330068923533
40962,5.820801015943289e-05
40963,9.579816833138466e-07
40964,0.00021224998636171222
40965,0.00020741700427606702
40966,2.0902371034026146e-07
40967,3.3750548027455807e-06
40968,0.0002095840172842145
40969,0.00021529203513637185
40970,0.00020962499547749758
40971,6.67001586407423e-07
40972,0.0002087079919874668
40973,0.00020820903591811657
40974,0.00021279201610013843
40975,0.00010670803021639585
40976,0.00020829198183491826
40977,0.0002086660242639482
40978,0.00020825001411139965
40979,0.00021366699365898967
40980,0.00021074997493997216
40981,1.3999990187585354e-05
40982,1.0583025868982077e-05
40983,0.0002079170080833137
40984,0.0002078340039588511
40985,0.00020833394955843687
40986,0.00020820798818022013
40987,0.0002210829989053309
40988,6.669433787465096e-07
40989,0.00018141698092222214
40990,0.00021129200467839837
40991,7.92031642049551e-07
40992,7.499475032091141e-07
40993,0.00019666599109768867
40994,0.00021004199516028166
40995,0.00021866703173145652
40996,0.00021008402109146118
40997,0.0001960420049726963
40998,0.0001550000160932541
40999,7.919734343886375e-07
41000,0.0001747499918565154
41001,8.083006832748652e-06
41002,0.00021225004456937313
41003,0.0002097499673254788
41004,0.00013454200234264135
41005,0.0002114999806508422
41006,0.00021166697843000293
41007,0.00021437503164634109
41008,0.00021600001491606236
41009,0.00021875003585591912
41010,0.00020908302394673228
41011,0.00020962499547749758
41012,0.0002074579824693501
41013,9.729102021083236e-05
41014,1.208402682095766e-05
41015,8.291972335428e-06
41016,0.00020745897199958563
41017,1.3415992725640535e-05
41018,0.00023708399385213852
41019,0.00021775002824142575
41020,0.00020879198564216495
41021,0.00020895898342132568
41022,0.00021479197312146425
41023,2.04198295250535e-06
41024,0.00020887498976662755
41025,2.500019036233425e-07
41026,0.00020875001791864634
41027,0.00021241704234853387
41028,0.00020991696510463953
41029,0.00020870898151770234
41030,4.5803608372807503e-07
41031,0.0002089590416289866
41032,0.00020999996922910213
41033,0.00022158300271257758
41034,0.00021650001872330904
41035,0.00022795802215114236
41036,0.00022141600493341684
41037,0.00021704199025407434
41038,0.0002143339952453971
41039,0.00022037496091797948
41040,0.00022733397781848907
41041,6.991700502112508e-05
41042,0.00020970799960196018
41043,0.00021050003124400973
41044,0.00021066697081550956
41045,0.000210291997063905
41046,0.00020895799389109015
41047,0.0002134579699486494
41048,4.499976057559252e-06
41049,0.0002358749625273049
41050,0.00022787495981901884
41051,5.707959644496441e-06
41052,0.00022487499518319964
41053,9.645899990573525e-05
41054,0.00022379198344424367
41055,6.733398186042905e-05
41056,0.00021112500689923763
41057,0.000215750013012439
41058,0.00021225004456937313
41059,0.00021299999207258224
41060,0.0002103750011883676
41061,0.00022350001381710172
41062,2.0803418010473251e-07
41063,4.020897904410958e-05
41064,2.0797597244381905e-07
41065,0.0002098329714499414
41066,7.916998583823442e-06
41067,1.0583025868982077e-05
41068,0.00020900001982226968
41069,2.1499989088624716e-05
41070,0.00020987499738112092
41071,0.00021004199516028166
41072,0.0002108750049956143
41073,0.0002079170080833137
41074,0.00021129101514816284
41075,0.00021554098930209875
41076,0.0001580000389367342
41077,3.999972250312567e-06
41078,7.2499969974160194e-06
41079,5.3916999604552984e-05
41080,0.00020629202481359243
41081,0.00020754197612404823
41082,0.00020787498215213418
41083,0.00020887498976662755
41084,0.0002092909999191761
41085,0.0002144169993698597
41086,0.00021895795362070203
41087,0.00020679202862083912
41088,0.0002127499901689589
41089,2.979201963171363e-05
41090,2.92027834802866e-07
41091,0.0002158329589292407
41092,0.0002210829989053309
41093,0.00021374999778345227
41094,0.00021883397130295634
41095,0.00022004201309755445
41096,0.0002484170254319906
41097,0.00017379201017320156
41098,0.00022491597337648273
41099,0.0002091249916702509
41100,0.00021029100753366947
41101,0.00021083297906443477
41102,0.00021229201229289174
41103,0.00021208298858255148
41104,0.00020995899103581905
41105,0.00021654198644682765
41106,0.00021250004647299647
41107,0.000157458009198308
41108,0.00016866601072251797
41109,0.00021058396669104695
41110,0.00020995800150558352
41111,0.0002087079919874668
41112,8.750008419156075e-06
41113,2.707995008677244e-06
41114,4.169996827840805e-07
41115,0.0002122080186381936
41116,0.0002120000426657498
41117,0.00021587498486042023
41118,0.00021475000539794564
41119,0.00021195801673457026
41120,0.00012804201105609536
41121,2.0797597244381905e-07
41122,0.0002180419978685677
41123,0.0002155420370399952
41124,5.541020072996616e-06
41125,0.00021408300381153822
41126,0.00021525000920519233
41127,0.0002134160022251308
41128,0.00021595798898488283
41129,6.67001586407423e-07
41130,0.00021245802054181695
41131,0.000226916978135705
41132,0.00020829198183491826
41133,0.00021050003124400973
41134,3.2499665394425392e-06
41135,0.00021999998716637492
41136,0.00022720795823261142
41137,0.00021229201229289174
41138,0.00020725000649690628
41139,0.00019649998284876347
41140,0.00021120801102370024
41141,0.00020733301062136889
41142,0.00021191599080339074
41143,8.875038474798203e-06
41144,0.000249749980866909
41145,0.00021949998335912824
41146,0.00021229201229289174
41147,0.0002139579737558961
41148,0.00021666701650246978
41149,0.00021295796614140272
41150,0.0002227500081062317
41151,0.0002129159984178841
41152,2.9250048100948334e-05
41153,0.00012229097774252295
41154,0.00011749996338039637
41155,0.00021045899484306574
41156,0.00021070800721645355
41157,2.500019036233425e-07
41158,0.00021112500689923763
41159,2.08965502679348e-07
41160,0.0001373749691992998
41161,0.00024250004207715392
41162,4.5797787606716156e-07
41163,1.7500133253633976e-06
41164,0.0002210829989053309
41165,0.00021883397130295634
41166,0.00018174998695030808
41167,0.00021650001872330904
41168,0.00022074999287724495
41169,0.0002204999909736216
41170,0.00021674996241927147
41171,0.00021820899564772844
41172,3.687501884996891e-05
41173,0.0002347080153413117
41174,1.834006980061531e-06
41175,0.00021058396669104695
41176,0.0002102500293403864
41177,0.00021004199516028166
41178,2.500019036233425e-07
41179,0.0002109169727191329
41180,0.00020874995971098542
41181,1.6600824892520905e-07
41182,1.959037035703659e-06
41183,0.00021020800340920687
41184,0.0002128329942934215
41185,8.374976459890604e-06
41186,0.00021070800721645355
41187,0.0002137920237146318
41188,0.00021304195979610085
41189,0.00021054199896752834
41190,0.00020833400776609778
41191,6.660120561718941e-07
41192,1.66997779160738e-07
41193,6.249756552278996e-07
41194,0.0002087079919874668
41195,0.00021120801102370024
41196,0.0002103750011883676
41197,0.0002174580004066229
41198,0.00021841702982783318
41199,8.330098353326321e-07
41200,0.00024516700068488717
41201,0.00021733302855864167
41202,0.00023566698655486107
41203,3.350002225488424e-05
41204,0.00025120802456513047
41205,0.0002328749978914857
41206,7.500057108700275e-07
41207,0.00011254200944676995
41208,0.00010595802450552583
41209,2.249958924949169e-06
41210,0.0002498340327292681
41211,0.0002192499814555049
41212,0.00022808299399912357
41213,0.00021766696590930223
41214,0.00022291700588539243
41215,0.0001723750028759241
41216,9.59029421210289e-07
41217,0.00022775004617869854
41218,0.00023800000781193376
41219,3.1660310924053192e-06
41220,8.749775588512421e-07
41221,0.0002376670017838478
41222,0.00021737499628216028
41223,0.00022149999858811498
41224,0.00022370798978954554
41225,0.00024454202502965927
41226,0.00021537503926083446
41227,0.0002102500293403864
41228,0.00021050003124400973
41229,0.00021000002743676305
41230,0.000212125014513731
41231,0.00020949996542185545
41232,0.00020995800150558352
41233,5.839974619448185e-07
41234,0.00012145802611485124
41235,0.0002467499580234289
41236,0.00023991696070879698
41237,0.0002234999556094408
41238,0.00022391602396965027
41239,2.500019036233425e-07
41240,7.62502895668149e-06
41241,0.0002085419837385416
41242,1.1749973054975271e-05
41243,0.00021958397701382637
41244,0.00020966597367078066
41245,0.0002181250019930303
41246,0.00021399999968707561
41247,0.00021737499628216028
41248,0.00020945799769833684
41249,0.000210333033464849
41250,0.00021020800340920687
41251,0.00022091600112617016
41252,9.475002298131585e-05
41253,0.0001237079850398004
41254,0.0002114999806508422
41255,8.917006198316813e-06
41256,0.0002085830201394856
41257,8.330098353326321e-07
41258,2.500019036233425e-07
41259,5.874957423657179e-06
41260,0.00023658399004489183
41261,0.00023254199186339974
41262,1.66997779160738e-07
41263,0.0002556660328991711
41264,0.000225124997086823
41265,0.00022375001572072506
41266,4.5803608372807503e-07
41267,4.415982402861118e-06
41268,0.00022066704696044326
41269,0.00021179101895540953
41270,0.0002104580053128302
41271,0.00020991603378206491
41272,0.0002114170347340405
41273,0.0002096669632010162
41274,0.0002137920237146318
41275,6.82090176269412e-05
41276,0.00021183298667892814
41277,0.00020991702331230044
41278,0.0002144580357708037
41279,0.00021233398001641035
41280,0.00021224998636171222
41281,0.00021045899484306574
41282,0.0002145410398952663
41283,0.00021024997113272548
41284,0.00021733297035098076
41285,0.00021349999587982893
41286,0.0002126669860444963
41287,0.00021249998826533556
41288,0.00021112500689923763
41289,0.00021404202561825514
41290,0.00021408300381153822
41291,0.0002080000122077763
41292,0.00020962499547749758
41293,0.00021050003124400973
41294,0.0001984580303542316
41295,0.0002156669506803155
41296,0.00021399999968707561
41297,0.0002258329768665135
41298,0.00021154101705178618
41299,0.0002081659622490406
41300,0.00023608299670740962
41301,0.0002464170102030039
41302,0.00022079097107052803
41303,2.2919848561286926e-06
41304,0.00021279201610013843
41305,6.249756552278996e-07
41306,0.0002090419875457883
41307,0.00021116604330018163
41308,0.00021024997113272548
41309,6.183295045047998e-05
41310,2.9098009690642357e-07
41311,0.0002110829809680581
41312,2.500019036233425e-07
41313,0.00021533301332965493
41314,5.8500037994235754e-05
41315,8.33999365568161e-07
41316,0.00021045899484306574
41317,1.2080417945981026e-06
41318,0.00021337502403184772
41319,0.00021054100943729281
41320,0.00021075003314763308
41321,0.00021370803005993366
41322,0.0002146660117432475
41323,0.00014195800758898258
41324,7.874972652643919e-06
41325,0.00021329103037714958
41326,0.0002114999806508422
41327,0.00021904200548306108
41328,0.00021004199516028166
41329,0.00020991696510463953
41330,1.1999974958598614e-05
41331,0.00020766595844179392
41332,0.00021145795471966267
41333,0.00020966597367078066
41334,0.00016791699454188347
41335,9.816698729991913e-05
41336,0.00021104194456711411
41337,3.1249946914613247e-06
41338,0.0002151250373572111
41339,0.00018841598648577929
41340,0.00023391703143715858
41341,0.00023454200709238648
41342,4.2208004742860794e-05
41343,0.00021095899865031242
41344,0.0002145000034943223
41345,0.00021137500880286098
41346,0.0002180419978685677
41347,0.00021345802815631032
41348,0.00021120900055393577
41349,0.0002114170347340405
41350,0.0002122079604305327
41351,0.00021362502593547106
41352,4.665984306484461e-06
41353,0.00020012498134747148
41354,7.004098733887076e-05
41355,0.0002371249720454216
41356,0.00021083303727209568
41357,0.00021462497534230351
41358,0.0002115829847753048
41359,0.00021383300190791488
41360,0.00020879099611192942
41361,0.00021437497343868017
41362,0.00021224998636171222
41363,4.999455995857716e-07
41364,2.708984538912773e-06
41365,5.491694901138544e-05
41366,0.00021437497343868017
41367,6.416987162083387e-06
41368,1.1708005331456661e-05
41369,0.00021683296654373407
41370,6.67001586407423e-07
41371,0.00021062500309199095
41372,0.00011258298764005303
41373,0.00020829198183491826
41374,0.00021404202561825514
41375,7.874972652643919e-06
41376,0.00021516595734283328
41377,0.00021337502403184772
41378,0.00021070800721645355
41379,0.00021370803005993366
